feature_idx,abs_weight,posterior_var,norm_importance
373,0.23158604,0.011443796,1.0
592,0.23080835,0.011609227,0.9966419
399,0.20297708,0.0060129757,0.8764651
490,0.19531067,0.011514526,0.84336114
763,0.18224989,0.010320947,0.78696406
758,0.17801556,0.006325494,0.76868004
160,0.1768409,0.008554432,0.7636078
459,0.17681402,0.009100505,0.7634917
395,0.17097832,0.0094196545,0.7382929
650,0.1700093,0.009944522,0.73410857
678,0.16752614,0.009577896,0.72338617
203,0.16620176,0.009535355,0.7176674
606,0.16165763,0.007995086,0.6980457
2,0.1612552,0.0119099645,0.69630796
508,0.15952784,0.010549383,0.6888491
450,0.15534534,0.009640214,0.6707889
32,0.15348071,0.011638472,0.6627373
108,0.1521798,0.007070636,0.6571199
131,0.15175115,0.0065164454,0.65526897
156,0.15028003,0.009471039,0.6489166
577,0.14835581,0.0070075016,0.6406078
689,0.14670031,0.012312316,0.6334592
70,0.14509219,0.010611277,0.62651527
69,0.14457296,0.009967995,0.6242732
718,0.14319412,0.011989877,0.61831933
