feature_idx,abs_weight,posterior_var,norm_importance
108,1.074182,0.13268985,1.0
29,1.0166466,0.1328229,0.94643795
227,0.91094875,0.11823211,0.84803945
182,0.8937916,0.11045444,0.8320672
87,0.8610059,0.10960591,0.8015456
69,0.85464203,0.10032997,0.7956212
60,0.82419693,0.12116789,0.7672787
88,0.8069019,0.12644842,0.75117797
32,0.773629,0.12663054,0.7202029
235,0.7736252,0.120212406,0.72019935
33,0.7731682,0.11870748,0.7197739
160,0.7662677,0.13841982,0.71334994
205,0.7454357,0.13841343,0.6939566
42,0.7386071,0.12207306,0.6875996
4,0.7346059,0.10707155,0.68387467
200,0.72947186,0.11407362,0.6790952
27,0.71091926,0.12112732,0.6618238
149,0.71002454,0.1315634,0.6609909
175,0.7096176,0.11428245,0.66061205
224,0.70906943,0.10677958,0.6601017
216,0.6842547,0.122720994,0.6370007
161,0.67783415,0.1344472,0.6310235
54,0.6760224,0.13021423,0.6293369
110,0.67098933,0.12036822,0.62465143
0,0.668202,0.1375835,0.62205654
