genre,precision,recall,f1,accuracy
blues,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.7857142857142857
classical,0.9565217391304348,0.8148148148148148,0.88,0.8148148148148148
country,0.6538461538461539,0.7083333333333334,0.68,0.7083333333333334
disco,0.6052631578947368,0.8518518518518519,0.7076923076923077,0.8518518518518519
hiphop,0.9,0.6428571428571429,0.75,0.6428571428571429
jazz,0.7878787878787878,0.9629629629629629,0.8666666666666667,0.9629629629629629
metal,0.7741935483870968,0.9230769230769231,0.8421052631578947,0.9230769230769231
pop,0.9047619047619048,0.7307692307692307,0.8085106382978723,0.7307692307692307
reggae,0.6333333333333333,0.7307692307692307,0.6785714285714286,0.7307692307692307
rock,0.6666666666666666,0.37037037037037035,0.47619047619047616,0.37037037037037035
