genre,precision,recall,f1,accuracy
blues,0.7307692307692307,0.6785714285714286,0.7037037037037037,0.6785714285714286
classical,0.8461538461538461,0.8148148148148148,0.8301886792452831,0.8148148148148148
country,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666
disco,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7037037037037037
hiphop,0.6538461538461539,0.6071428571428571,0.6296296296296297,0.6071428571428571
jazz,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9259259259259259
metal,0.6486486486486487,0.9230769230769231,0.7619047619047619,0.9230769230769231
pop,0.8,0.7692307692307693,0.7843137254901961,0.7692307692307693
reggae,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.5384615384615384
rock,0.5,0.48148148148148145,0.49056603773584906,0.48148148148148145
