feature_idx,abs_weight,posterior_var,norm_importance
74,0.31670704,0.013374186,1.0
127,0.27407858,0.015255543,0.86540097
143,0.26243111,0.01676639,0.8286242
194,0.2443861,0.01255653,0.7716472
153,0.23910193,0.014009848,0.75496244
377,0.23145758,0.013518896,0.7308255
275,0.22834578,0.012076707,0.721
241,0.22531855,0.013030992,0.7114416
38,0.21713102,0.012289122,0.6855895
250,0.20924187,0.012660112,0.6606795
134,0.2088294,0.017064676,0.6593772
285,0.2015847,0.0103483945,0.6365021
73,0.20034839,0.016845152,0.63259846
34,0.19937682,0.012229306,0.6295307
284,0.19399735,0.015506144,0.61254513
355,0.19305278,0.01337373,0.60956264
156,0.19170384,0.011780875,0.60530335
328,0.18952878,0.01216507,0.59843564
224,0.18654595,0.0135071175,0.5890174
334,0.18505417,0.013923781,0.5843071
276,0.18391387,0.011452373,0.5807066
123,0.18369657,0.014223995,0.5800205
237,0.17056541,0.01192863,0.53855896
106,0.16825123,0.015263717,0.53125197
26,0.16756926,0.01436491,0.52909863
