feature_idx,abs_weight,posterior_var,norm_importance
198,1.1959596,0.1376132,1.0
246,1.1311274,0.100658044,0.94579065
216,1.070075,0.10350881,0.89474183
18,0.9118216,0.11364245,0.76241845
205,0.81682694,0.10186713,0.68298876
84,0.8133269,0.10439255,0.6800622
95,0.79216576,0.11325322,0.66236836
122,0.77176434,0.12095595,0.64530975
242,0.7698794,0.10336498,0.6437336
49,0.76670814,0.11540937,0.641082
170,0.7492674,0.10957306,0.62649894
152,0.7403866,0.103881784,0.6190733
171,0.73949015,0.100080565,0.6183237
99,0.71891385,0.11496188,0.60111886
115,0.71576446,0.11310693,0.5984855
45,0.6966097,0.107002735,0.5824692
165,0.6917342,0.1102323,0.5783926
224,0.68762416,0.11433179,0.574956
80,0.6842763,0.09819452,0.5721567
132,0.6808398,0.087096445,0.56928325
51,0.6774584,0.0836887,0.56645596
168,0.6702807,0.10182107,0.5604543
48,0.6611631,0.1081499,0.55283064
87,0.6521664,0.11186849,0.5453081
201,0.6446429,0.10468038,0.5390173
