feature_idx,abs_weight,posterior_var,norm_importance
19,0.22803795,0.010332998,1.0
119,0.22241981,0.009111593,0.97536314
158,0.21934354,0.00810423,0.961873
290,0.20790805,0.009079522,0.91172564
214,0.2046353,0.0072936327,0.8973739
280,0.20245944,0.009558234,0.8878322
224,0.18147644,0.008692734,0.79581684
35,0.17756332,0.0066149416,0.7786569
50,0.17713226,0.0076521463,0.7767666
261,0.17662752,0.010869298,0.7745532
282,0.17519169,0.008044888,0.7682567
204,0.17076726,0.0069618393,0.7488546
265,0.16725805,0.00668312,0.73346585
101,0.16069593,0.010449479,0.7046894
182,0.15712309,0.009317643,0.68902165
355,0.1564346,0.005168158,0.68600243
122,0.15371482,0.00817426,0.6740756
288,0.15358941,0.00723529,0.67352563
295,0.15066525,0.009599363,0.6607025
371,0.15023938,0.00884498,0.658835
58,0.14799888,0.007530416,0.6490099
253,0.14462422,0.008785211,0.6342112
299,0.14192447,0.0111567015,0.62237215
65,0.14165756,0.009477044,0.6212017
94,0.13942425,0.0068939994,0.6114081
