genre,precision,recall,f1,accuracy
blues,0.8076923076923077,0.75,0.7777777777777778,0.75
classical,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.8518518518518519
country,0.5714285714285714,0.8333333333333334,0.6779661016949152,0.8333333333333334
disco,0.8125,0.48148148148148145,0.6046511627906976,0.48148148148148145
hiphop,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.5714285714285714
jazz,0.7878787878787878,0.9629629629629629,0.8666666666666667,0.9629629629629629
metal,0.78125,0.9615384615384616,0.8620689655172413,0.9615384615384616
pop,0.75,0.8076923076923077,0.7777777777777778,0.8076923076923077
reggae,0.7083333333333334,0.6538461538461539,0.68,0.6538461538461539
rock,0.5357142857142857,0.5555555555555556,0.5454545454545454,0.5555555555555556
