feature_idx,abs_weight,posterior_var,norm_importance
221,0.559252,0.036032677,1.0
115,0.4978009,0.03243837,0.8901191
191,0.46577322,0.03498853,0.83285034
53,0.44462645,0.039987553,0.7950377
234,0.42594418,0.043703172,0.7616319
197,0.42452705,0.035844926,0.75909793
158,0.42264166,0.028724628,0.75572664
151,0.41532594,0.043262884,0.7426454
52,0.41000345,0.039153058,0.73312825
144,0.3910724,0.047159612,0.6992776
250,0.38864475,0.03314005,0.6949367
98,0.3794974,0.031002233,0.6785803
255,0.37715423,0.03525478,0.67439044
199,0.35495168,0.04791798,0.63469005
239,0.34122577,0.049008723,0.6101467
152,0.33918622,0.027614338,0.6064998
76,0.33413163,0.043633915,0.59746164
161,0.33061627,0.031683706,0.5911758
195,0.30947322,0.03845002,0.5533699
214,0.30623636,0.043551438,0.54758203
101,0.29643875,0.03308654,0.5300629
235,0.29563278,0.03993182,0.52862173
111,0.28904453,0.03390757,0.5168413
145,0.28651193,0.043259755,0.5123127
175,0.2864464,0.041834373,0.5121955
