feature_idx,abs_weight,posterior_var,norm_importance
528,0.84583855,0.08570487,1.0
291,0.70835394,0.09049675,0.8374576
322,0.7004541,0.10487223,0.82811797
375,0.65950125,0.08575834,0.7797011
739,0.60531664,0.08383327,0.7156409
181,0.5928354,0.10537001,0.7008849
320,0.59101087,0.104983844,0.6987277
74,0.58402026,0.12047953,0.69046307
162,0.5797111,0.12884419,0.6853685
596,0.5455248,0.087178804,0.6449514
282,0.54211694,0.11468617,0.6409225
669,0.5379854,0.08821864,0.6360379
51,0.52901334,0.08314428,0.62543064
568,0.528462,0.12830682,0.6247788
683,0.50241524,0.105528824,0.5939848
544,0.49245304,0.12615988,0.5822069
723,0.48693806,0.118644826,0.57568675
753,0.4822805,0.09824159,0.5701803
333,0.47318438,0.11471087,0.55942637
185,0.4711917,0.10200632,0.5570705
699,0.46361494,0.12924628,0.5481128
538,0.46277434,0.07474803,0.547119
606,0.45914212,0.12415821,0.54282475
307,0.44143072,0.13569346,0.52188534
26,0.44130033,0.11010894,0.52173114
