feature_idx,abs_weight,posterior_var,norm_importance
469,0.21607183,0.010301187,1.0
370,0.1865309,0.009740855,0.8632819
133,0.18429081,0.0086054485,0.8529146
97,0.18083699,0.009445173,0.83693
413,0.1803151,0.010845816,0.8345147
439,0.17975263,0.010487738,0.83191144
599,0.17519678,0.012062813,0.8108266
346,0.17349033,0.012066678,0.802929
591,0.16836154,0.011447265,0.7791925
740,0.16406515,0.010122642,0.7593084
429,0.1636615,0.011021888,0.7574402
366,0.16290665,0.01142477,0.7539467
398,0.15929116,0.011924414,0.7372139
738,0.15924142,0.0077421656,0.7369837
430,0.15716414,0.009300183,0.7273699
390,0.15608086,0.010720082,0.7223563
667,0.15294948,0.008924099,0.70786405
286,0.15002492,0.006503282,0.6943289
100,0.14987503,0.012944914,0.6936352
593,0.1480603,0.011220875,0.6852365
291,0.14786914,0.012274809,0.6843518
503,0.14646095,0.012153073,0.6778346
693,0.14569783,0.011071731,0.67430276
684,0.14543708,0.011654356,0.67309594
198,0.14492328,0.008340026,0.6707181
