genre,precision,recall,f1,accuracy
blues,0.78125,0.8928571428571429,0.8333333333333334,0.8928571428571429
classical,0.9230769230769231,0.8888888888888888,0.9056603773584906,0.8888888888888888
country,0.7391304347826086,0.7083333333333334,0.723404255319149,0.7083333333333334
disco,0.75,0.5555555555555556,0.6382978723404256,0.5555555555555556
hiphop,0.6206896551724138,0.6428571428571429,0.631578947368421,0.6428571428571429
jazz,0.8,0.8888888888888888,0.8421052631578947,0.8888888888888888
metal,0.7741935483870968,0.9230769230769231,0.8421052631578947,0.9230769230769231
pop,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.7307692307692307
reggae,0.6,0.6923076923076923,0.6428571428571429,0.6923076923076923
rock,0.5454545454545454,0.4444444444444444,0.4897959183673469,0.4444444444444444
