genre,precision,recall,f1,accuracy
blues,0.85,0.6071428571428571,0.7083333333333334,0.6071428571428571
classical,0.8636363636363636,0.7037037037037037,0.7755102040816326,0.7037037037037037
country,0.6071428571428571,0.7083333333333334,0.6538461538461539,0.7083333333333334
disco,0.5,0.25925925925925924,0.34146341463414637,0.25925925925925924
hiphop,0.8461538461538461,0.39285714285714285,0.5365853658536586,0.39285714285714285
jazz,0.625,0.9259259259259259,0.746268656716418,0.9259259259259259
metal,0.6944444444444444,0.9615384615384616,0.8064516129032258,0.9615384615384616
pop,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.7692307692307693
reggae,0.7058823529411765,0.46153846153846156,0.5581395348837209,0.46153846153846156
rock,0.3541666666666667,0.6296296296296297,0.4533333333333333,0.6296296296296297
