feature_idx,abs_weight,posterior_var,norm_importance
230,0.38537657,0.019394971,1.0
243,0.3807151,0.015612296,0.98790413
135,0.3518296,0.015472312,0.9129501
157,0.31508487,0.023455989,0.8176026
27,0.30054834,0.021250468,0.77988225
20,0.29402062,0.0154422615,0.7629437
83,0.29192466,0.019302852,0.75750494
137,0.28621858,0.018906627,0.74269843
215,0.28338882,0.015528758,0.7353556
186,0.2800772,0.013474085,0.72676235
176,0.27486804,0.021276027,0.71324533
223,0.2707225,0.02044952,0.70248824
173,0.27055657,0.020625167,0.70205766
17,0.269948,0.01749203,0.7004785
174,0.26417133,0.02324457,0.6854888
64,0.25061247,0.017556552,0.6503054
191,0.24416234,0.019194823,0.63356817
41,0.23241645,0.015425359,0.6030892
30,0.23197073,0.017313546,0.6019326
118,0.2301282,0.018283267,0.5971515
103,0.22878662,0.015526426,0.5936703
144,0.22858703,0.022250354,0.5931524
225,0.22132781,0.017804757,0.57431567
43,0.22008957,0.018766487,0.5711026
154,0.20804712,0.015135995,0.5398541
