feature_idx,abs_weight,posterior_var,norm_importance
351,0.31870362,0.013039454,1.0
230,0.2691678,0.011758248,0.84457093
318,0.250573,0.012821169,0.7862258
314,0.24651554,0.013841517,0.77349466
95,0.23468056,0.010786789,0.7363599
52,0.20624785,0.013317089,0.6471462
58,0.20490718,0.01523105,0.6429396
226,0.20373662,0.014392367,0.6392667
348,0.20355435,0.012510562,0.6386948
368,0.19364601,0.0112696355,0.60760534
167,0.18823674,0.011402522,0.59063256
201,0.18486702,0.0098463455,0.58005935
328,0.17828241,0.016868457,0.5593988
250,0.17628187,0.007843445,0.5531216
85,0.17591846,0.012252484,0.5519814
183,0.17213771,0.011263949,0.54011846
97,0.1712567,0.015957968,0.5373541
162,0.1680333,0.0144477915,0.52724004
353,0.16516328,0.016497899,0.5182347
374,0.1644412,0.01324282,0.51596904
25,0.15931004,0.013896866,0.49986893
188,0.15929526,0.010998961,0.49982256
46,0.15899259,0.013089279,0.49887288
305,0.15576512,0.013269414,0.488746
139,0.15330002,0.014183448,0.4810112
