genre,precision,recall,f1,accuracy
blues,0.75,0.8571428571428571,0.8,0.8571428571428571
classical,0.92,0.8518518518518519,0.8846153846153846,0.8518518518518519
country,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.5833333333333334
disco,0.6944444444444444,0.9259259259259259,0.7936507936507936,0.9259259259259259
hiphop,0.6538461538461539,0.6071428571428571,0.6296296296296297,0.6071428571428571
jazz,0.9615384615384616,0.9259259259259259,0.9433962264150944,0.9259259259259259
metal,0.8333333333333334,0.7692307692307693,0.8,0.7692307692307693
pop,0.782608695652174,0.6923076923076923,0.7346938775510204,0.6923076923076923
reggae,0.5116279069767442,0.8461538461538461,0.6376811594202898,0.8461538461538461
rock,0.6923076923076923,0.3333333333333333,0.45,0.3333333333333333
