feature_idx,abs_weight,posterior_var,norm_importance
54,0.42297807,0.02389504,1.0
160,0.35120866,0.02080067,0.8303236
227,0.29984114,0.015688606,0.708881
4,0.2947852,0.017403716,0.69692785
0,0.27598464,0.01742913,0.65247977
213,0.27218363,0.021015536,0.6434935
70,0.26873794,0.019672764,0.63534725
104,0.26690337,0.012341539,0.63100994
128,0.2590333,0.012444935,0.6124036
32,0.2568497,0.014427236,0.6072412
232,0.25208116,0.0204249,0.5959674
132,0.25086638,0.017287953,0.5930955
124,0.24952899,0.013855231,0.58993363
65,0.2421696,0.014001195,0.5725347
21,0.23853385,0.020380812,0.56393903
20,0.2359611,0.022327416,0.55785656
171,0.23584059,0.015372585,0.55757165
75,0.23409815,0.016695423,0.5534522
229,0.22945835,0.020253107,0.54248285
188,0.22243495,0.007609432,0.5258782
224,0.221495,0.019645113,0.523656
72,0.22072203,0.018139873,0.52182853
91,0.22043915,0.018313514,0.52115977
185,0.2173953,0.013360592,0.5139635
162,0.2153948,0.018914204,0.50923395
