feature_idx,abs_weight,posterior_var,norm_importance
130,0.550434,0.015525139,1.0
119,0.36715525,0.015675547,0.66702867
85,0.2972127,0.019059615,0.5399606
138,0.28192025,0.012034063,0.5121781
221,0.26613015,0.015867243,0.48349148
16,0.25756294,0.011408884,0.467927
170,0.2557902,0.015304487,0.46470642
71,0.24201833,0.014699907,0.4396864
6,0.23723009,0.013946151,0.43098736
249,0.22298318,0.011273929,0.4051043
207,0.22217533,0.014564809,0.40363663
98,0.22090559,0.01772958,0.40132985
115,0.21768741,0.0122205075,0.39548323
146,0.21623346,0.010326401,0.39284176
107,0.21577139,0.017117823,0.3920023
224,0.21562593,0.010852722,0.39173803
86,0.20653565,0.009779766,0.37522328
189,0.20272943,0.016958782,0.36830834
96,0.19983792,0.014121678,0.3630552
65,0.19954687,0.00926855,0.36252645
114,0.1966746,0.013199733,0.35730824
239,0.19350296,0.015839655,0.35154617
156,0.19285996,0.01719785,0.350378
228,0.18992968,0.009094363,0.34505442
162,0.18848835,0.014492451,0.34243587
