genre,precision,recall,f1,accuracy
blues,0.8076923076923077,0.75,0.7777777777777778,0.75
classical,0.9285714285714286,0.9629629629629629,0.9454545454545454,0.9629629629629629
country,0.5862068965517241,0.7083333333333334,0.6415094339622641,0.7083333333333334
disco,0.6666666666666666,0.8148148148148148,0.7333333333333333,0.8148148148148148
hiphop,0.9444444444444444,0.6071428571428571,0.7391304347826086,0.6071428571428571
jazz,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259
metal,0.8148148148148148,0.8461538461538461,0.8301886792452831,0.8461538461538461
pop,0.7777777777777778,0.8076923076923077,0.7924528301886793,0.8076923076923077
reggae,0.6333333333333333,0.7307692307692307,0.6785714285714286,0.7307692307692307
rock,0.5238095238095238,0.4074074074074074,0.4583333333333333,0.4074074074074074
