genre,precision,recall,f1,accuracy
blues,0.8125,0.9285714285714286,0.8666666666666667,0.9285714285714286
classical,0.9583333333333334,0.8518518518518519,0.9019607843137255,0.8518518518518519
country,0.6923076923076923,0.75,0.72,0.75
disco,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7037037037037037
hiphop,0.85,0.6071428571428571,0.7083333333333334,0.6071428571428571
jazz,0.8125,0.9629629629629629,0.8813559322033898,0.9629629629629629
metal,0.9565217391304348,0.8461538461538461,0.8979591836734694,0.8461538461538461
pop,0.7666666666666667,0.8846153846153846,0.8214285714285714,0.8846153846153846
reggae,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.6923076923076923
rock,0.5833333333333334,0.5185185185185185,0.5490196078431373,0.5185185185185185
