feature_idx,abs_weight,posterior_var,norm_importance
56,0.30269128,0.019811867,1.0
99,0.2838167,0.023529023,0.9376441
575,0.27493718,0.018454645,0.9083089
61,0.2667828,0.024144055,0.88136923
708,0.2632542,0.019981101,0.8697119
173,0.2598353,0.02347456,0.85841686
183,0.25920123,0.020319875,0.8563221
402,0.23952457,0.02522052,0.7913164
318,0.23884217,0.018307256,0.78906196
170,0.23517014,0.016172314,0.7769307
365,0.23355925,0.02071963,0.77160877
764,0.23293105,0.022200061,0.7695334
430,0.23223513,0.017650053,0.7672343
307,0.22625276,0.021084495,0.7474704
497,0.22451945,0.01948683,0.74174404
757,0.22446176,0.022024632,0.7415534
3,0.21939099,0.017961558,0.7248011
381,0.21345684,0.017628003,0.7051965
309,0.21130474,0.02507506,0.6980866
4,0.21084805,0.021660078,0.69657785
0,0.2106743,0.020763045,0.69600385
735,0.21023284,0.020695103,0.6945454
208,0.20881979,0.020009402,0.68987715
495,0.20849812,0.024028432,0.6888144
324,0.20809105,0.016715309,0.6874696
