genre,precision,recall,f1,accuracy
blues,0.7916666666666666,0.6785714285714286,0.7307692307692307,0.6785714285714286
classical,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.9259259259259259
country,0.5483870967741935,0.7083333333333334,0.6181818181818182,0.7083333333333334
disco,0.5714285714285714,0.7407407407407407,0.6451612903225806,0.7407407407407407
hiphop,0.8421052631578947,0.5714285714285714,0.6808510638297872,0.5714285714285714
jazz,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.9259259259259259
metal,0.7931034482758621,0.8846153846153846,0.8363636363636363,0.8846153846153846
pop,0.6785714285714286,0.7307692307692307,0.7037037037037037,0.7307692307692307
reggae,0.75,0.6923076923076923,0.72,0.6923076923076923
rock,0.5,0.37037037037037035,0.425531914893617,0.37037037037037035
