feature_idx,abs_weight,posterior_var,norm_importance
113,0.39368013,0.019167887,1.0
463,0.36939228,0.02360451,0.9383056
422,0.36887783,0.021923665,0.93699884
482,0.36831313,0.020179683,0.93556446
128,0.3519568,0.023391971,0.8940172
421,0.33534536,0.023533102,0.8518219
346,0.3314151,0.021173852,0.8418385
247,0.3153544,0.022891494,0.80104226
494,0.30703974,0.022943014,0.7799219
467,0.30055535,0.022781707,0.7634506
234,0.29319176,0.016384525,0.74474615
499,0.29200327,0.01776086,0.74172723
187,0.2887981,0.022243131,0.73358566
59,0.28181374,0.018552935,0.71584445
323,0.26780915,0.020532232,0.68027097
458,0.2670173,0.024124788,0.67825955
264,0.26586965,0.024853494,0.67534435
392,0.2621396,0.02279987,0.6658695
263,0.256898,0.023736602,0.6525551
49,0.25554883,0.026094997,0.6491281
155,0.25285104,0.024581857,0.64227533
449,0.25224277,0.023386143,0.64073026
164,0.25073823,0.019150065,0.63690853
341,0.25073165,0.024556313,0.6368918
199,0.2503201,0.020468116,0.63584644
