feature_idx,abs_weight,posterior_var,norm_importance
140,1.0630612,0.16788901,1.0
200,0.9092584,0.17015754,0.8553208
193,0.795765,0.18091021,0.7485599
164,0.78476214,0.17125003,0.7382097
296,0.77975297,0.17918734,0.7334977
368,0.7795681,0.1642302,0.73332375
428,0.7778568,0.16678564,0.731714
6,0.77586645,0.1801232,0.7298417
177,0.7672983,0.1654317,0.72178185
480,0.76435137,0.18397522,0.7190097
34,0.75790083,0.15640722,0.7129418
143,0.69956684,0.1619841,0.65806824
237,0.6753608,0.18584222,0.63529813
496,0.6582052,0.18697082,0.6191602
505,0.6560923,0.16617341,0.6171726
377,0.6556616,0.1721814,0.61676747
229,0.6553058,0.17275184,0.6164328
313,0.65059507,0.17261359,0.6120015
82,0.6361299,0.16493613,0.5983944
381,0.632857,0.17919978,0.5953157
310,0.6286681,0.17099096,0.5913753
153,0.6273164,0.17007704,0.59010375
189,0.62052333,0.1726213,0.58371365
261,0.61704826,0.15228088,0.5804447
289,0.60074353,0.17782868,0.56510717
