feature_idx,abs_weight,posterior_var,norm_importance
127,10.540468,17.94864,1.0
195,10.425007,10.514954,0.9890459
203,8.186866,44.46099,0.776708
293,7.2925506,57.29952,0.6918621
8,7.2004204,2.4392776,0.6831215
285,6.6442037,51.05088,0.63035184
288,6.349727,22.167133,0.60241413
88,5.7109528,25.63624,0.54181206
226,5.6026955,40.425488,0.5315414
289,5.5687246,50.83301,0.5283185
216,5.477891,57.33442,0.5197009
351,4.365784,56.74847,0.41419262
286,3.9466183,57.349075,0.37442532
185,3.925341,51.825603,0.3724067
215,3.2513402,64.3086,0.3084626
146,3.0947747,61.400738,0.29360884
68,3.0277708,57.921913,0.287252
130,3.004006,62.371807,0.28499737
95,2.514559,52.153473,0.23856236
235,2.4965308,24.331718,0.23685198
5,2.345779,54.218994,0.22254978
358,2.3430827,45.07075,0.22229399
18,2.3030741,15.61967,0.21849827
160,2.2181191,55.61799,0.21043839
187,2.2157094,47.07389,0.21020977
