feature_idx,abs_weight,posterior_var,norm_importance
6,0.45376647,0.019401029,1.0
12,0.3799187,0.022220151,0.837256
82,0.3700344,0.02764334,0.8154732
142,0.34782413,0.018390333,0.76652676
126,0.33701307,0.019356633,0.7427016
249,0.3358779,0.024966719,0.7401999
3,0.33154333,0.023660848,0.7306475
234,0.31504855,0.017672913,0.69429666
92,0.2884847,0.02394279,0.6357559
128,0.28811812,0.020830572,0.634948
51,0.28432193,0.020238148,0.6265821
236,0.28337315,0.025642855,0.62449116
144,0.28101015,0.022777302,0.6192836
110,0.28025895,0.022544641,0.61762816
100,0.2743076,0.02465142,0.60451275
66,0.27263996,0.025398156,0.6008376
198,0.27073902,0.021936238,0.59664834
162,0.27052486,0.034810975,0.5961764
60,0.2660597,0.019490795,0.5863362
5,0.26247892,0.01786319,0.57844496
44,0.2562274,0.01685325,0.564668
184,0.25055486,0.01939769,0.552167
228,0.2451956,0.019895626,0.54035634
42,0.23830545,0.021714933,0.525172
87,0.23571643,0.02918158,0.5194664
