genre,precision,recall,f1,accuracy
blues,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8928571428571429
classical,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259
country,0.7391304347826086,0.7083333333333334,0.723404255319149,0.7083333333333334
disco,0.5641025641025641,0.8148148148148148,0.6666666666666666,0.8148148148148148
hiphop,0.8095238095238095,0.6071428571428571,0.6938775510204082,0.6071428571428571
jazz,0.8666666666666667,0.9629629629629629,0.9122807017543859,0.9629629629629629
metal,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.8846153846153846
pop,0.9130434782608695,0.8076923076923077,0.8571428571428571,0.8076923076923077
reggae,0.7142857142857143,0.5769230769230769,0.6382978723404256,0.5769230769230769
rock,0.5652173913043478,0.48148148148148145,0.52,0.48148148148148145
