feature_idx,abs_weight,posterior_var,norm_importance
398,0.32496184,0.008505576,1.0
88,0.23865388,0.01206886,0.7344059
430,0.22750148,0.011676918,0.7000868
215,0.22561215,0.010299951,0.69427276
238,0.20711194,0.01010308,0.63734233
424,0.20134714,0.009824668,0.61960244
125,0.19842334,0.011930365,0.61060506
116,0.18956313,0.010483577,0.58333963
131,0.186155,0.009150029,0.5728519
59,0.18318547,0.009075363,0.5637138
271,0.1805502,0.010962164,0.55560434
450,0.1727382,0.011961207,0.53156453
252,0.17190059,0.010306782,0.528987
182,0.17080195,0.014508605,0.52560616
303,0.16661923,0.009775508,0.5127348
289,0.16285901,0.0075141056,0.5011635
22,0.16123965,0.010651676,0.49618027
211,0.16112489,0.009453232,0.49582708
317,0.15967324,0.010121035,0.49135998
32,0.15923913,0.013472197,0.4900241
234,0.1558719,0.010874484,0.47966215
372,0.15342169,0.009049899,0.47212216
318,0.15276676,0.0124348225,0.47010678
204,0.14907353,0.010425257,0.45874164
39,0.14871617,0.006553945,0.45764193
